locatie omschrijving,date,BADGT_n,CHLFa_ug/l_blauwalg,E_COLI_nKVE/dl,INTTNLETRCCN_nKVE/dl,O2_%,O2_mg/l,T_oC,ZICHT_m,FG,TG,SQ,DR,RH,PG,UG,EV24
ouderkerkerplas middenop,2018-08-02,,2.8,,,111.0,9.2,25.6,2.5,2.3,22.2,13.3,0.0,0.0,1023.2,62,4.8
ouderkerkerplas middenop,2018-09-10,,0.5,,,101.0,9.6,17.7,2.5,5.2,17.3,1.4,0.0,0.0,1020.5,79,1.4
ouderkerkerplas middenop,2018-10-09,,0.5,,,81.0,8.1,15.3,3.0,3.3,12.7,8.4,0.0,0.0,1020.4,81,1.8
ouderkerkerplas middenop,2018-11-26,,0.5,,,111.0,12.9,8.1,3.5,4.9,4.7,0.0,0.0,-0.1,1013.6,86,0.1
ouderkerkerplas middenop,2019-01-29,,0.5,,,84.0,10.6,4.9,4.5,4.7,1.6,7.3,0.0,-0.1,1001.3,82,0.6
ouderkerkerplas middenop,2019-02-12,,0.5,,,96.0,11.6,7.3,5.0,5.4,5.8,5.8,0.0,0.0,1032.6,85,0.9
ouderkerkerplas middenop,2019-03-27,,0.5,,,102.0,12.0,8.9,2.5,3.4,9.0,7.1,0.0,0.0,1033.7,79,1.9
ouderkerkerplas middenop,2019-04-08,,0.5,,,122.0,13.0,11.2,4.0,4.8,13.9,10.9,0.0,0.0,1010.5,65,3.1
ouderkerkerplas middenop,2019-05-16,,1.0,,,100.0,10.4,13.2,3.5,5.6,12.2,7.7,0.0,0.0,1018.3,61,3.3
ouderkerkerplas middenop,2019-06-20,,0.5,,,76.0,6.9,19.8,4.0,4.9,16.6,6.8,0.5,0.1,1011.9,82,3.3
ouderkerkerplas middenop,2019-07-11,,1.4,,,113.0,10.0,20.2,5.0,3.1,18.4,4.7,0.4,0.4,1012.2,79,2.9
ouderkerkerplas middenop,2019-08-27,,0.5,,,154.0,12.7,24.1,3.0,2.2,25.1,12.2,0.2,0.2,1014.4,68,3.8
ouderkerkerplas middenop,2019-09-23,,3.8,,,93.0,8.8,17.6,3.0,4.1,16.2,4.7,1.1,0.6,1012.9,84,1.5
ouderkerkerplas middenop,2019-10-22,,0.5,,,81.0,8.4,13.8,4.0,2.3,11.1,1.4,0.5,0.6,1022.5,93,0.5
ouderkerkerplas middenop,2019-11-28,,0.5,,,77.0,8.5,9.6,2.5,7.2,9.5,0.2,10.4,15.6,990.7,88,0.2
ouderkerkerplas middenop,2019-12-11,,0.5,,,81.0,9.4,8.1,5.0,5.0,6.2,2.5,3.1,2.7,1005.0,92,0.3
ouderkerkerplas middenop,2020-01-22,,0.5,,,82.0,10.2,6.3,6.0,1.5,5.7,0.0,2.7,0.7,1036.5,97,0.1
ouderkerkerplas middenop,2020-03-09,,0.5,,,94.0,11.1,7.8,7.0,6.7,7.8,5.4,2.0,2.2,1010.0,82,1.3
ouderkerkerplas middenop,2020-04-07,,0.5,,,103.0,11.9,9.9,3.0,3.0,12.3,12.1,0.0,0.0,1029.9,68,3.1
ouderkerkerplas middenop,2020-05-18,,0.5,,,103.0,10.4,15.5,3.4,4.5,14.2,11.9,0.0,0.0,1022.4,70,4.2
ouderkerkerplas middenop,2020-06-11,,0.5,,,102.0,10.0,16.2,7.5,4.1,15.9,3.9,2.9,5.0,1011.5,83,1.9
ouderkerkerplas middenop,2020-07-14,,0.5,,,135.0,12.5,19.5,2.2,3.2,16.1,2.2,0.9,1.0,1014.8,81,1.5
ouderkerkerplas middenop,2020-08-13,,4.8,,,114.0,9.13,26.6,1.8,2.3,25.7,7.8,0.5,0.6,1011.2,66,3.8
ouderkerkerplas middenop,2020-09-10,,20.2,,,101.0,9.8,17.3,4.0,1.2,14.3,5.5,0.0,0.0,1021.8,77,2.0
ouderkerkerplas middenop,2020-10-14,,0.8,,,94.0,9.8,14.0,3.0,4.9,10.1,3.2,0.0,0.0,1019.7,78,0.9
ouderkerkerplas middenop,2020-11-11,,0.5,,,96.0,10.4,12.7,4.0,4.3,11.3,0.9,0.0,0.0,1021.8,93,0.4
ouderkerkerplas middenop,2020-12-10,,0.5,,,92.6,11.1,7.6,4.0,4.1,1.5,3.2,0.0,0.0,1005.1,89,0.3
ouderkerkerplas middenop,2021-01-13,,0.5,,,96.0,11.7,7.7,4.5,5.8,4.6,4.1,0.6,0.4,1015.4,77,0.5
ouderkerkerplas middenop,2021-02-26,,0.5,,,99.0,12.4,6.4,5.5,3.3,5.6,9.2,0.0,-0.1,1035.3,86,1.4
ouderkerkerplas middenop,2021-03-18,,0.5,,,107.0,13.6,6.0,3.5,3.3,4.8,2.3,0.7,0.6,1024.0,85,0.8
ouderkerkerplas middenop,2021-04-15,,0.6,,,105.0,13.0,7.4,4.5,3.6,5.4,7.3,0.0,-0.1,1031.2,68,2.2
ouderkerkerplas middenop,2021-05-20,,0.5,,,110.0,11.0,15.4,3.6,5.3,12.3,6.3,0.7,0.4,1015.3,73,2.5
ouderkerkerplas middenop,2021-06-16,,0.5,,,111.0,9.8,21.5,6.0,2.9,21.7,14.5,0.0,0.0,1013.4,64,5.3
ouderkerkerplas middenop,2021-07-20,,0.5,,,124.0,11.0,21.6,2.5,1.7,18.2,12.4,0.0,0.0,1021.8,68,4.5
ouderkerkerplas middenop,2021-08-17,,2.1,,,96.0,9.3,17.2,3.5,4.8,15.6,0.0,3.8,4.8,1015.9,85,0.9
ouderkerkerplas middenop,2021-09-14,,7.2,,,117.0,10.9,18.9,2.5,3.3,18.1,5.4,0.2,0.1,1013.3,81,2.3
ouderkerkerplas middenop,2021-10-12,,2.5,,,94.0,9.6,14.9,3.0,3.8,11.3,4.7,3.7,7.1,1021.3,83,1.0
ouderkerkerplas middenop,2021-11-23,,0.5,,,93.0,10.3,11.3,6.5,1.5,7.3,1.8,0.4,0.8,1030.0,93,0.4
ouderkerkerplas middenop,2021-12-16,,0.5,,,92.0,11.2,8.5,8.0,1.7,6.2,6.3,0.0,0.0,1037.3,96,0.4
ouderkerkerplas middenop,2022-01-07,,0.5,,,95.0,11.5,7.4,5.0,5.8,4.1,1.7,3.1,2.7,1008.6,84,0.2
ouderkerkerplas middenop,2022-02-07,,0.5,,,98.0,12.2,6.4,7.0,8.1,6.4,6.9,0.2,0.2,1021.8,76,0.9
ouderkerkerplas middenop,2022-03-07,,0.5,,,98.0,12.2,6.5,6.5,3.5,3.5,10.1,0.0,0.0,1026.7,70,1.7
ouderkerkerplas middenop,2022-04-14,,0.5,,,115.0,12.3,11.3,5.0,3.0,12.2,10.6,0.0,0.0,1022.1,77,3.2
ouderkerkerplas middenop,2022-05-05,,0.5,,,108.0,11.3,14.1,3.6,2.4,12.6,6.6,0.0,0.0,1022.7,76,2.9
ouderkerkerplas middenop,2022-06-07,,0.5,,,97.0,9.1,16.2,4.7,5.2,15.1,9.2,0.0,-0.1,1011.7,73,3.9
ouderkerkerplas middenop,2022-07-11,,0.5,,,102.0,9.5,19.6,5.5,2.6,18.4,5.6,0.0,0.0,1024.4,79,3.3
ouderkerkerplas middenop,2022-08-15,,5.4,,,132.0,11.0,24.0,2.2,2.8,22.2,4.2,0.8,1.3,1003.9,73,2.7
ouderkerkerplas middenop,2022-09-13,,1.3,,,118.0,10.5,21.4,2.8,2.6,18.3,6.4,0.0,-0.1,1010.0,75,2.5
ouderkerkerplas middenop,2022-10-06,,2.4,,,94.0,9.5,15.6,3.5,6.3,13.3,10.1,0.0,0.0,1026.8,70,2.0
ouderkerkerplas middenop,2022-11-07,,0.8,,,95.0,9.9,13.4,4.5,8.0,12.8,0.1,6.0,5.1,1007.3,88,0.4
ouderkerkerplas middenop,2022-12-06,,0.1,,,96.0,11.3,8.8,5.0,2.2,4.5,3.4,2.9,3.3,1019.6,93,0.3
ouderkerkerplas middenop,2023-01-17,,0.5,,,96.0,11.6,6.4,6.5,4.0,1.7,4.9,0.5,0.2,987.3,76,0.5
ouderkerkerplas middenop,2023-02-15,,0.5,,,97.0,12.3,5.8,8.0,3.1,5.2,8.2,0.0,0.0,1024.9,87,0.9
ouderkerkerplas middenop,2023-03-16,,0.5,,,102.0,12.3,7.6,6.5,7.3,8.7,3.1,2.0,0.4,1011.0,67,1.2
ouderkerkerplas middenop,2023-04-20,,0.5,,,102.0,12.1,9.1,3.0,6.3,8.9,4.0,0.9,1.0,1019.5,71,1.7
ouderkerkerplas middenop,2023-05-11,,0.5,,,109.0,11.0,15.4,25.5,2.6,13.7,1.2,0.9,2.9,1015.7,88,1.7
ouderkerkerplas middenop,2023-07-27,,5.2,,,110.0,10.2,18.9,2.6,6.7,17.5,0.0,10.1,14.8,1003.7,93,1.3
ouderkerkerplas middenop,2023-08-14,,9.5,,,131.0,11.5,21.3,1.8,3.6,20.1,8.8,0.0,0.0,1013.2,72,3.8
ouderkerkerplas middenop,2023-09-19,,15.5,,,92.0,8.6,18.3,2.0,9.5,16.7,2.4,3.5,2.6,1006.7,80,1.1
"pomp inlaat speelvijver, zwemwater",2010-04-26,,,50.0,20.0,,,,,5.0,11.6,10.6,0.0,0.0,1024.3,84,3.3
"pomp inlaat speelvijver, zwemwater",2010-05-10,,,30.0,30.0,,,,,3.2,6.9,1.8,0.4,0.1,1011.5,73,1.5
"pomp inlaat speelvijver, zwemwater",2010-05-25,,,140.0,30.0,,,,,3.5,12.5,11.4,0.0,0.0,1013.7,67,3.8
"pomp inlaat speelvijver, zwemwater",2010-06-07,,,140.0,20.0,,,,,4.8,14.1,2.5,0.0,0.0,1010.6,86,1.7
"pomp inlaat speelvijver, zwemwater",2010-06-21,,,110.0,15.0,,,,,3.5,13.4,12.8,0.4,0.2,1022.0,71,4.3
"pomp inlaat speelvijver, zwemwater",2010-07-05,,,80.0,30.0,,,,,4.4,18.1,7.4,0.0,0.0,1020.2,69,4.0
"pomp inlaat speelvijver, zwemwater",2010-07-19,,,690.0,30.0,,,,,2.1,20.6,13.7,0.0,0.0,1022.1,63,4.9
"pomp inlaat speelvijver, zwemwater",2010-08-02,,,80.0,15.0,,,,,2.9,17.3,3.7,0.6,0.2,1015.3,80,2.6
"pomp inlaat speelvijver, zwemwater",2010-08-16,,,550.0,560.0,,,,,3.1,19.6,4.1,2.9,3.7,1007.4,84,2.3
"pomp inlaat speelvijver, zwemwater",2010-08-30,,,60.0,20.0,,,,,7.3,14.8,7.5,1.1,3.8,1016.3,73,2.3
"pomp inlaat speelvijver, zwemwater",2010-09-13,,,90.0,30.0,,,,,5.1,15.2,5.4,2.4,1.0,1023.5,78,2.2
"pomp inlaat speelvijver, zwemwater",2011-05-09,,,200.0,20.0,,,,,2.5,15.6,5.5,0.9,0.7,1022.9,84,2.1
"pomp inlaat speelvijver, zwemwater",2011-05-23,,,90.0,20.0,,,,,6.7,15.7,13.6,0.0,0.0,1020.6,64,4.5
"pomp inlaat speelvijver, zwemwater",2011-06-06,,,1900.0,30.0,,,,,3.0,14.9,0.5,2.2,2.7,1003.6,87,1.3
"pomp inlaat speelvijver, zwemwater",2011-06-20,,,230.0,20.0,,,,,3.0,15.4,4.5,1.5,0.6,1012.4,79,2.6
"pomp inlaat speelvijver, zwemwater",2011-07-04,,,670.0,30.0,,,,,3.3,15.6,11.5,0.0,0.0,1017.6,74,4.6
"pomp inlaat speelvijver, zwemwater",2011-07-18,,,980.0,630.0,,,,,8.1,14.9,0.2,9.4,15.9,997.8,89,0.9
"pomp inlaat speelvijver, zwemwater",2011-08-01,,,180.0,30.0,,,,,2.0,16.0,14.0,0.0,0.0,1016.6,77,4.4
"pomp inlaat speelvijver, zwemwater",2011-08-15,,,250.0,80.0,,,,,3.4,16.2,11.6,0.0,0.0,1015.3,75,3.9
"pomp inlaat speelvijver, zwemwater",2011-08-29,,,200.0,50.0,,,,,5.9,13.3,3.0,2.0,3.1,1014.3,75,1.2
"pomp inlaat speelvijver, zwemwater",2011-09-12,,,670.0,30.0,,,,,10.8,16.9,3.8,0.6,0.6,1006.2,82,1.2
potentieel zwempunt de Diem,2010-04-26,,,15.0,15.0,,,16.3,1.0,5.0,11.6,10.6,0.0,0.0,1024.3,84,3.3
potentieel zwempunt de Diem,2010-05-10,,,30.0,15.0,,,11.5,1.0,3.2,6.9,1.8,0.4,0.1,1011.5,73,1.5
potentieel zwempunt de Diem,2010-05-25,,,15.0,15.0,,,19.3,0.6,3.5,12.5,11.4,0.0,0.0,1013.7,67,3.8
potentieel zwempunt de Diem,2010-06-07,,,680.0,90.0,,,18.1,1.0,4.8,14.1,2.5,0.0,0.0,1010.6,86,1.7
potentieel zwempunt de Diem,2010-06-21,,,15.0,15.0,,,15.6,1.0,3.5,13.4,12.8,0.4,0.2,1022.0,71,4.3
potentieel zwempunt de Diem,2010-07-05,,,15.0,20.0,,,23.8,0.5,4.4,18.1,7.4,0.0,0.0,1020.2,69,4.0
potentieel zwempunt de Diem,2010-07-19,,,50.0,30.0,,,22.3,0.6,2.1,20.6,13.7,0.0,0.0,1022.1,63,4.9
potentieel zwempunt de Diem,2010-08-02,,,20.0,20.0,,,20.4,0.65,2.9,17.3,3.7,0.6,0.2,1015.3,80,2.6
potentieel zwempunt de Diem,2010-08-16,,,50.0,80.0,,,19.6,1.0,3.1,19.6,4.1,2.9,3.7,1007.4,84,2.3
potentieel zwempunt de Diem,2010-08-30,,,350.0,200.0,,,15.1,0.85,7.3,14.8,7.5,1.1,3.8,1016.3,73,2.3
potentieel zwempunt de Diem,2010-09-13,,,60.0,15.0,,,16.8,1.0,5.1,15.2,5.4,2.4,1.0,1023.5,78,2.2
referentie buiten Quaggafilter Varkensbaai,2016-06-06,,0.5,,,,,20.3,2.0,3.6,18.1,15.3,0.0,0.0,1021.6,72,5.2
referentie buiten Quaggafilter Varkensbaai,2016-06-13,,0.5,,,,,19.8,0.7,4.2,15.6,1.2,2.8,3.2,1000.6,89,1.6
referentie buiten Quaggafilter Varkensbaai,2016-06-20,,0.5,,,,,17.8,0.9,6.4,15.5,0.1,13.1,21.8,1014.9,93,0.7
referentie buiten Quaggafilter Varkensbaai,2016-06-27,,0.5,,,,,19.3,1.6,4.7,15.5,5.3,2.0,3.8,1017.0,83,2.3
referentie buiten Quaggafilter Varkensbaai,2016-07-04,,0.5,,,,,21.7,1.0,2.5,17.4,13.4,0.0,0.0,1018.8,72,4.5
referentie buiten Quaggafilter Varkensbaai,2016-07-11,,0.5,,,,,19.4,2.5,9.3,18.5,6.8,0.0,0.0,1008.4,71,3.1
referentie buiten Quaggafilter Varkensbaai,2016-07-18,,0.5,,,,,20.4,1.8,2.5,20.0,13.3,0.0,0.0,1021.6,68,5.0
referentie buiten Quaggafilter Varkensbaai,2016-07-25,,1.8,,,,,22.8,1.8,4.1,18.5,4.3,0.0,-0.1,1018.9,82,2.2
referentie buiten Quaggafilter Varkensbaai,2016-08-01,,1.3,,,,,22.1,2.0,4.1,17.0,9.5,0.0,-0.1,1017.6,72,3.7
referentie buiten Quaggafilter Varkensbaai,2016-08-08,,0.5,,,,,19.2,2.5,6.5,17.3,5.7,0.0,-0.1,1019.2,73,2.9
referentie buiten Quaggafilter Varkensbaai,2016-08-15,,0.8,,,,,19.7,2.5,3.0,16.6,12.7,0.0,0.0,1024.5,74,3.9
referentie buiten Quaggafilter Varkensbaai,2016-08-22,,1.6,,,,,19.7,3.2,6.0,18.3,4.4,4.0,6.2,1022.9,86,1.8
referentie buiten Quaggafilter Varkensbaai,2016-08-29,,5.8,,,,,21.6,2.0,3.3,17.2,7.3,0.0,-0.1,1020.4,79,2.7
referentie buiten Quaggafilter Varkensbaai,2016-09-05,,5.8,,,,,20.4,2.6,3.3,17.5,10.2,0.6,0.8,1019.7,81,2.8
referentie buiten Quaggafilter Varkensbaai,2016-09-12,,22.6,,,,,22.2,1.6,2.8,21.8,8.3,0.0,0.0,1015.8,77,2.8
referentie buiten Quaggafilter Varkensbaai,2016-09-19,,5.3,,,,,19.5,1.8,1.1,16.1,1.2,0.0,0.0,1020.2,78,1.2
referentie buiten Quaggafilter Varkensbaai,2016-09-26,,12.2,,,,,19.4,1.0,1.6,14.3,2.1,0.0,0.0,1023.5,79,1.3
referentie buiten Quaggafilter Varkensbaai,2017-05-15,,0.7,,,,,15.3,5.0,3.7,14.9,8.7,2.1,0.3,1027.4,73,3.5
referentie buiten Quaggafilter Varkensbaai,2017-05-29,,0.5,,,,,20.8,1.8,3.8,20.7,10.1,0.7,7.0,1012.3,75,4.4
referentie buiten Quaggafilter Varkensbaai,2017-06-12,,0.5,,,,,19.1,2.0,8.0,16.3,4.0,0.0,0.0,1015.6,71,2.7
referentie buiten Quaggafilter Varkensbaai,2017-06-26,,1.3,,,,,20.7,2.8,3.8,16.1,11.5,0.0,0.0,1013.6,68,4.4
referentie buiten Quaggafilter Varkensbaai,2017-07-10,,10.6,,,,,22.9,1.6,3.4,19.2,2.9,0.3,0.1,1008.4,73,2.9
referentie buiten Quaggafilter Varkensbaai,2017-07-17,,11.9,,,,,22.4,1.6,2.4,18.0,13.7,0.0,0.0,1023.0,69,4.6
referentie buiten Quaggafilter Varkensbaai,2017-07-24,,10.0,,,,,21.3,1.4,3.1,15.6,3.5,2.8,5.1,1009.9,84,2.0
referentie buiten Quaggafilter Varkensbaai,2017-07-31,,7.0,,,,,20.8,1.6,4.3,18.2,9.4,0.0,-0.1,1013.0,74,3.8
referentie buiten Quaggafilter Varkensbaai,2017-08-07,,7.1,,,,,20.2,1.6,3.3,16.5,11.5,0.0,0.0,1018.1,76,3.6
referentie buiten Quaggafilter Varkensbaai,2017-08-14,,4.9,,,,,20.2,2.2,3.0,18.4,6.8,0.0,0.0,1018.5,74,3.2
referentie buiten Quaggafilter Varkensbaai,2017-08-21,,27.7,,,,,20.2,2.0,2.0,16.4,4.4,0.8,0.6,1022.7,81,2.1
referentie buiten Quaggafilter Varkensbaai,2017-08-28,,12.2,,,,,20.0,1.6,1.4,19.5,10.8,0.0,0.0,1018.0,76,3.4
referentie buiten Quaggafilter Varkensbaai,2017-09-04,,32.6,,,,,19.7,1.0,3.6,17.0,5.5,0.0,-0.1,1014.9,75,2.6
referentie buiten Quaggafilter Varkensbaai,2017-09-11,,18.0,,,,,17.5,1.2,9.0,14.1,5.0,7.3,17.2,993.2,86,1.4
referentie buiten Quaggafilter Varkensbaai,2017-09-18,,55.3,,,,,15.7,1.0,3.0,12.2,4.8,0.4,0.1,1012.8,87,1.7
referentie buiten Quaggafilter Varkensbaai,2017-09-25,,31.8,,,,,16.0,1.1,3.6,14.6,3.7,0.0,0.0,1021.7,88,1.5
referentie buiten Quaggafilter Varkensbaai,2018-05-07,,0.5,,,,,17.5,6.0,3.0,19.0,14.2,0.0,0.0,1018.0,59,4.8
referentie buiten Quaggafilter Varkensbaai,2018-05-22,,0.6,,,,,17.9,1.0,3.0,17.8,0.8,1.9,0.3,1014.0,66,1.3
referentie buiten Quaggafilter Varkensbaai,2018-06-04,,2.5,,,,,21.6,1.7,3.5,17.7,3.5,0.0,0.0,1015.1,82,3.1
referentie buiten Quaggafilter Varkensbaai,2018-06-18,,0.6,,,,,19.3,1.8,6.8,16.6,3.1,2.3,1.7,1018.7,85,1.9
referentie buiten Quaggafilter Varkensbaai,2018-07-02,,0.5,,,,,21.3,2.5,6.0,20.5,15.3,0.0,0.0,1017.4,43,5.7
referentie buiten Quaggafilter Varkensbaai,2018-07-16,,6.3,,,,,,,3.1,23.0,12.4,0.0,0.0,1013.5,51,4.7
referentie buiten Quaggafilter Varkensbaai,2018-07-23,,46.5,,,,,25.8,1.0,1.9,22.6,14.9,0.0,0.0,1016.7,66,5.2
referentie buiten Quaggafilter Varkensbaai,2018-07-30,,37.5,,,,,23.5,1.0,4.2,23.3,4.6,0.0,0.0,1013.9,66,3.2
referentie buiten Quaggafilter Varkensbaai,2018-08-06,,31.7,,,,,23.5,0.9,2.5,23.2,13.9,0.0,0.0,1015.4,59,4.8
referentie buiten Quaggafilter Varkensbaai,2018-08-13,,55.4,,,,,,,4.0,19.1,3.0,1.5,1.3,1005.9,83,1.6
referentie buiten Quaggafilter Varkensbaai,2018-08-20,,68.7,,,,,20.9,1.0,3.3,19.6,7.0,0.0,0.0,1019.6,81,2.9
referentie buiten Quaggafilter Varkensbaai,2018-08-27,,26.7,,,,,,,6.4,17.6,2.0,1.8,3.8,1010.4,77,1.6
referentie buiten Quaggafilter Varkensbaai,2018-09-03,,19.4,,,,,,,3.5,18.7,4.4,0.0,0.0,1019.0,84,2.0
referentie buiten Quaggafilter Varkensbaai,2018-09-10,,23.9,,,,,,1.1,5.2,17.3,1.4,0.0,0.0,1020.5,79,1.4
referentie buiten Quaggafilter Varkensbaai,2018-09-17,,17.2,,,,,17.6,1.4,3.8,17.0,8.2,0.0,0.0,1016.4,73,2.5
referentie buiten Quaggafilter Varkensbaai,2018-09-24,,20.9,,,,,16.0,,4.4,10.7,9.4,1.1,2.0,1033.7,73,2.1
referentie buiten Quaggafilter Varkensbaai,2019-05-20,,,,,,,15.1,2.0,5.1,12.5,0.0,0.0,0.0,1009.2,93,1.3
referentie buiten Quaggafilter Varkensbaai,2019-06-17,,,,,,,19.2,1.0,3.2,18.6,13.0,0.0,0.0,1019.0,71,4.5
referentie buiten Quaggafilter Varkensbaai,2019-07-15,,,,,,,19.2,1.7,3.4,15.2,0.7,0.0,-0.1,1020.6,77,1.7
referentie buiten Quaggafilter Varkensbaai,2019-08-26,,,,,,,22.7,2.2,2.7,24.2,12.8,0.0,0.0,1018.2,63,4.0
referentie buiten Quaggafilter Varkensbaai,2019-09-16,,,,,,,18.0,1.8,2.2,13.6,0.8,7.5,8.0,1021.0,87,0.9
referentie buiten Quaggafilter Varkensbaai,2020-05-18,,,,,,,15.3,2.0,4.5,14.2,11.9,0.0,0.0,1022.4,70,4.2
referentie buiten Quaggafilter Varkensbaai,2020-06-22,,,,,,,21.8,2.1,3.3,17.0,15.3,0.0,0.0,1024.8,67,5.1
referentie buiten Quaggafilter Varkensbaai,2020-07-23,,,,,,,20.1,2.0,4.8,18.4,4.1,0.0,0.0,1015.7,61,3.1
referentie buiten Quaggafilter Varkensbaai,2020-08-24,,,,,,,21.7,1.8,5.7,17.2,7.0,2.6,4.3,1014.1,76,2.7
referentie buiten Quaggafilter Varkensbaai,2020-09-22,,,,,,,17.3,2.3,1.6,15.1,10.3,0.0,0.0,1009.5,75,2.5
referentie buiten Quaggafilter Varkensbaai,2021-05-25,,,,,,,13.6,2.3,6.5,10.5,4.8,0.9,1.3,1010.6,83,2.3
referentie buiten Quaggafilter Varkensbaai,2021-06-17,,,,,,,24.6,1.3,4.4,23.1,8.2,0.0,0.0,1010.8,70,4.0
referentie buiten Quaggafilter Varkensbaai,2021-07-19,,,,,,,23.0,1.9,2.8,18.3,8.8,0.0,0.0,1022.3,73,3.7
referentie buiten Quaggafilter Varkensbaai,2021-08-23,,,,,,,20.5,2.1,4.8,18.4,9.4,0.0,0.0,1025.0,73,3.5
referentie buiten Quaggafilter Varkensbaai,2021-09-27,,,,,,,18.4,1.0,5.8,15.6,3.1,1.8,3.0,1013.7,85,1.0
referentie buiten Quaggafilter Varkensbaai,2022-05-12,,,,,,,16.1,1.4,5.8,14.0,14.5,0.0,0.0,1017.4,66,4.5
referentie buiten Quaggafilter Varkensbaai,2022-06-20,,,,,,,20.3,1.9,4.3,14.9,12.7,0.0,0.0,1017.0,70,4.1
referentie buiten Quaggafilter Varkensbaai,2022-07-18,,,,,,,22.0,2.1,2.2,23.9,12.5,0.0,0.0,1021.2,49,5.1
referentie buiten Quaggafilter Varkensbaai,2022-08-15,,,,,,,23.6,2.0,2.8,22.2,4.2,0.8,1.3,1003.9,73,2.7
referentie buiten Quaggafilter Varkensbaai,2022-09-19,,,,,,,18.1,1.6,4.0,13.3,4.6,1.6,2.3,1020.8,79,1.7
referentie buiten Quaggafilter Varkensbaai,2023-05-15,,,,,,,16.2,2.5,4.8,10.4,0.5,0.6,0.3,1016.5,89,1.1
referentie buiten Quaggafilter Varkensbaai,2023-06-12,,,,,,,22.8,1.1,4.7,24.3,13.6,0.0,0.0,1015.4,42,5.8
referentie buiten Quaggafilter Varkensbaai,2023-07-17,,,,,,,20.3,1.4,6.6,17.6,9.6,0.2,0.2,1017.9,72,3.9
referentie buiten Quaggafilter Varkensbaai,2023-08-08,,,,,,,18.6,1.6,6.8,16.2,6.0,0.6,0.2,1012.7,74,2.7
referentie buiten Quaggafilter Varkensbaai,2023-09-18,,,,,,,20.7,2.0,7.0,18.9,5.9,2.9,16.0,1002.6,82,2.0
retour voorfilter warm (straat D),2023-09-07,,461.0,,,100.0,8.7,22.5,,3.1,22.8,12.2,0.0,0.0,1018.4,67,3.8
retour voorfilter warm (straat D),2023-09-21,,19.6,,,98.0,9.1,18.2,,3.8,15.4,0.0,12.8,14.9,996.7,92,0.6
roskambrug,2014-04-10,,,110.0,60.0,,,,,2.7,11.6,1.5,0.0,0.0,1021.6,81,1.4
roskambrug,2014-05-07,,,140.0,30.0,,,,,7.6,13.5,6.6,0.3,0.4,1008.6,75,2.9
roskambrug,2014-06-17,,,80.0,15.0,,,,,4.8,15.0,4.1,0.0,0.0,1024.1,76,2.7
roskambrug,2014-07-04,,,270.0,80.0,,,,,4.7,22.0,8.6,0.0,-0.1,1009.7,60,4.0
roskambrug,2014-08-14,,,160.0,40.0,,,,,4.6,16.4,8.0,2.7,6.8,1008.6,81,3.1
roskambrug,2014-09-12,,,110.0,30.0,,,,,4.1,16.6,10.7,0.0,0.0,1023.8,84,2.9
roskambrug,2015-04-29,,,30.0,15.0,,,,,5.6,8.4,1.6,3.0,4.4,1015.1,73,1.4
roskambrug,2015-05-27,,,60.0,20.0,,,,,4.0,13.3,8.3,0.0,0.0,1021.1,73,3.6
roskambrug,2015-06-23,,,140.0,60.0,,,,,5.6,12.7,2.4,0.9,1.8,1014.2,81,1.4
roskambrug,2015-07-21,,,160.0,30.0,,,,,6.5,19.9,13.4,1.0,1.3,1012.6,70,5.1
roskambrug,2015-08-18,,,550.0,30.0,,,,,6.1,15.1,0.3,6.9,4.6,1013.1,90,1.1
roskambrug,2015-09-15,,,80.0,30.0,,,,,7.7,12.1,1.9,3.4,6.4,999.5,84,0.9
sarphatiepark,2007-01-30,,,,,36.0,4.5,6.0,0.4,4.5,7.9,0.0,0.0,-0.1,1024.6,90,0.3
sarphatiepark,2007-02-23,,,,,41.0,7.9,8.3,0.6,5.5,9.1,2.7,0.4,0.7,1004.4,88,0.8
sarphatiepark,2007-03-26,,,,,79.0,9.4,8.0,0.3,6.3,11.7,11.3,0.0,0.0,1021.2,58,2.5
sarphatiepark,2007-04-26,,,,,44.0,4.2,18.1,0.4,3.9,17.8,11.3,0.0,0.0,1018.2,75,3.6
sarphatiepark,2007-05-23,,,,,105.0,10.2,17.0,0.1,1.8,15.4,13.7,0.0,0.0,1022.5,67,4.4
sarphatiepark,2007-06-27,,,,,36.0,3.5,17.0,0.3,8.3,14.5,8.7,2.7,5.7,1005.6,69,3.8
sarphatiepark,2007-07-31,,,,,57.0,4.8,18.1,0.4,3.7,14.7,9.8,0.6,1.4,1020.1,72,3.2
sarphatiepark,2007-08-24,,,,,55.0,5.2,19.6,0.2,2.2,18.9,8.7,0.0,0.0,1023.0,85,3.0
sarphatiepark,2007-09-24,,,,,,4.5,17.0,0.4,7.1,14.5,2.8,1.5,1.5,1010.6,85,1.0
sarphatiepark,2007-10-23,,,,,64.0,7.5,8.5,0.3,5.0,5.1,8.9,0.0,0.0,1028.0,79,1.2
sarphatiepark,2007-11-20,,,,,17.0,2.1,5.0,0.55,5.0,7.4,0.9,3.3,0.6,1008.2,83,0.3
sarphatiepark,2007-12-12,,,,,32.0,4.2,5.5,0.4,1.0,2.8,0.0,0.0,0.0,1037.8,96,0.2
