Location_Unique,Lat,Long,Status,Sentiment_Score_median,INTTNLETRCCN_nKVE/dl_median,E_COLI_nKVE/dl_median,CHLFa_ug/l_blauwalg_median,FG_median,TG_median,SQ_median,DR_median,RH_median,Normalized_Amenities_Score
Strand Blijburg,52.3552096,5.0095073,official,0.62165,,,,4.0,14.0,9.0,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.3506,,,,4.6,9.9,8.2,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4756,,,,4.1,8.7,9.8,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,7.8,6.949999999999999,3.85,2.1,1.5,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.58185,,,,5.0,5.5,1.0,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4404,,,,4.7,5.3,0.2,1.2,0.6,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.2732,,,,3.3,8.1,1.45,0.9,0.4,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.0,,,,3.45,16.45,6.0,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.56135,,,,4.5,17.0,5.6,0.1,0.1,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5244,,,,3.6,17.9,5.3,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5859,,,,3.55,17.85,8.149999999999999,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.6712,,,,4.4,11.1,5.9,1.2,1.3,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5994,,,,4.4,6.85,7.0,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.7248,,,,4.2,6.3,3.3,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.8,3.2,1.5,1.4,0.8,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.9106,,,,4.7,5.5,0.9,2.0,1.3,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.3182,,,,5.6,11.5,2.4,1.7,2.1,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.6369,,,,4.55,15.35,5.95,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.64475,,,,4.0,20.4,7.5,0.4,0.3,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4215,,,,4.2,17.3,6.4,0.3,0.3,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.3982,,,,4.15,17.45,7.85,0.3,0.35,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.5,13.6,11.7,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,-0.8038,,,,5.8,6.8,6.7,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.31245,,,,9.2,7.6,2.6,2.5,2.7,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.6249,,,,6.2,6.5,0.4,1.0,0.7,0.36
Strand Blijburg,52.3552096,5.0095073,official,-0.0516,,,,5.2,6.2,2.4,1.6,0.7,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.6972,,,,4.05,6.2,1.4,0.6,0.8,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.36895,,,,4.7,11.8,2.4,1.6,1.5,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.8899,,,,4.7,15.35,5.449999999999999,0.8,0.6499999999999999,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.8016,,,,4.6,18.5,7.6,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4576,,,,3.8,18.1,8.4,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4215,,,,4.25,16.950000000000003,9.4,0.05,0.05,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.8,10.4,10.5,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.0,,,,6.5,8.1,3.0,1.0,0.4,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.1989,,,,4.1,7.15,6.35,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5859,,,,5.1,4.6,0.7,1.3,0.7,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.1289999999999999,,,,5.6,6.5,0.7,1.5,0.8,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.7105,,,,4.75,6.9,1.35,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.0,,,,4.2,12.7,6.8,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.199999999999999,15.25,6.300000000000001,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.69,,,,4.0,19.0,7.0,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.2625,,,,3.3,20.0,11.7,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.7116,,,,4.25,17.0,7.25,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.78975,,,,3.9,17.8,10.3,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.2023,,,,4.5,11.05,3.9,0.3,0.1,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.7574,,,,4.6,5.6,4.0,1.0,0.2,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5719,,,,5.449999999999999,1.5,6.4,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4404,,,,6.5,5.2,0.9,1.7,0.8,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5292,,,,5.8,5.3,0.3,2.8,2.8,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.2144,,,,4.15,7.6,1.7000000000000002,1.8,1.6,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,6.0,13.5,3.3,0.8,0.4,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.546,,,,3.7,14.35,4.9,0.75,0.5,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,3.5,17.4,6.6,0.3,0.2,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.27065,,,,4.3,18.2,6.5,1.0,1.4,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.8,17.6,7.699999999999999,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.6369,,,,4.0,14.9,8.7,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,5.45,4.9,0.6499999999999999,1.25,0.5,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4215,,,,3.8,1.3,2.3,0.3,0.1,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4215,,,,3.5,6.0,1.0,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,3.45,17.65,7.65,0.0,0.0,0.36
Strand Diemerpark,52.3542368,4.9866536,official,0.4404,,,,3.1,17.5,6.15,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.7506,,,,4.6,4.5,1.8,1.4,0.5,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.0,,,,4.2,17.4,9.2,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,,4.6,9.9,8.2,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,,7.8,6.949999999999999,3.85,2.1,1.5,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.6369,,,,3.6,17.9,5.3,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,,3.55,17.85,8.149999999999999,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.7845,,,,4.5,8.9,2.3,0.3,0.25,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,,4.55,15.35,5.95,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.4215,,,,4.0,20.4,7.5,0.4,0.3,0.43
Strand Diemerpark,52.3542368,4.9866536,official,-0.7783,,,,4.2,17.3,6.4,0.3,0.3,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.3348,,,,4.15,17.45,7.85,0.3,0.35,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.5719,,,,4.5,13.6,11.7,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,1.2,4.7,11.8,2.4,1.6,1.5,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,0.7,4.7,15.35,5.449999999999999,0.8,0.6499999999999999,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.588,,,5.2,4.6,18.5,7.6,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.1742,,,3.9,3.8,18.1,8.4,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.39335,,,1.4,4.25,16.950000000000003,9.4,0.05,0.05,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,1.2,4.8,10.4,10.5,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.1779,,,0.9,6.5,8.1,3.0,1.0,0.4,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,4.4,5.1,4.6,0.7,1.3,0.7,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,0.6,4.2,12.7,6.8,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,-0.2732,,,0.5,4.199999999999999,15.25,6.300000000000001,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.765,,,47.3,3.3,20.0,11.7,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,0.7178,,,6.3,4.25,17.0,7.25,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,1.1,3.9,17.8,10.3,0.0,0.0,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,2.1,4.5,11.05,3.9,0.3,0.1,0.43
Strand Diemerpark,52.3542368,4.9866536,official,,,,12.1,3.5,17.4,6.6,0.3,0.2,0.43
Nieuwemeer,52.3323645,4.8460792,official,0.6108,,,,3.1,17.5,6.15,0.0,0.0,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.0,,,,5.8,18.0,6.8,0.4,0.3,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.5219,,,,4.5,19.950000000000003,13.2,0.0,0.0,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.4753,,,,4.3,13.6,8.8,0.0,0.0,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.5719,,,,4.55,9.1,6.5,0.2,0.1,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.8155,,,,4.35,6.65,2.9,0.0,0.0,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.5423,,,,4.4,13.7,4.3,0.3,0.2,0.21
Nieuwemeer,52.3323645,4.8460792,official,,,,,3.4,14.45,7.3,1.75,2.8499999999999996,0.21
Nieuwemeer,52.3323645,4.8460792,official,,,,,3.4,19.8,9.0,0.0,0.0,0.21
Nieuwemeer,52.3323645,4.8460792,official,,,,,4.2,17.4,9.2,0.0,0.0,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.6249,,,,3.3,8.1,1.45,0.9,0.4,0.21
Nieuwemeer,52.3323645,4.8460792,official,,,,,3.6,17.9,5.3,0.0,0.0,0.21
Nieuwemeer,52.3323645,4.8460792,official,0.8481,,,,4.0,20.4,7.5,0.4,0.3,0.21
Gaasperplas,52.3092559,4.9883971,official,-0.8149,25.0,265.0,1.35,4.3,18.2,6.0,0.2,0.1,0.5
Gaasperplas,52.3092559,4.9883971,official,0.6804,25.0,220.0,1.2,4.5,19.950000000000003,13.2,0.0,0.0,0.5
Gaasperplas,52.3092559,4.9883971,official,,,,0.5,5.65,9.4,2.3499999999999996,1.75,1.85,0.5
Gaasperplas,52.3092559,4.9883971,official,0.0,40.0,160.0,0.9,3.4,14.45,7.3,1.75,2.8499999999999996,0.5
Gaasperplas,52.3092559,4.9883971,official,,80.0,360.0,1.15,4.5,17.0,5.6,0.1,0.1,0.5
Gaasperplas,52.3092559,4.9883971,official,0.8442,20.0,300.0,0.5,3.55,17.85,8.149999999999999,0.0,0.0,0.5
Gaasperplas,52.3092559,4.9883971,official,,32.5,310.0,1.6,4.55,15.35,5.95,0.0,0.0,0.5
Gaasperplas,52.3092559,4.9883971,official,0.5106,45.0,485.0,1.35,4.0,20.4,7.5,0.4,0.3,0.5
Gaasperplas,52.3092559,4.9883971,official,,45.0,90.0,0.5,4.5,13.6,11.7,0.0,0.0,0.5
Gaasperplas,52.3092559,4.9883971,official,,17.5,110.0,0.6499999999999999,3.9,11.8,10.75,0.0,0.0,0.5
Gaasperplas,52.3092559,4.9883971,official,,20.0,70.0,0.8,4.0,11.9,6.9,0.0,0.0,0.5
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.2716,,,,6.0,8.8,2.2,3.65,3.9,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6908,,,,4.8,12.4,2.4,3.4,5.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.9492,30.0,420.0,1.3,3.1,17.5,6.15,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8482,50.0,200.0,0.7,4.3,18.2,6.0,0.2,0.1,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8625,15.0,60.0,1.6,5.8,18.0,6.8,0.4,0.3,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.60075,15.0,15.0,2.9,4.5,19.950000000000003,13.2,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5574,15.0,80.0,2.0,4.3,13.6,8.8,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8303,60.0,60.0,0.5,4.55,9.1,6.5,0.2,0.1,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.1027,,,,5.0,6.7,2.9,2.0,1.3,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,-0.3412,,,,4.35,6.65,2.9,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8878999999999999,,,,6.1,6.3,1.2,2.2,2.2,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,4.6,4.5,1.8,1.4,0.5,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7574,,,,5.65,9.4,2.3499999999999996,1.75,1.85,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8658,,,,4.4,13.7,4.3,0.3,0.2,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.83365,20.0,30.0,0.5,3.4,14.45,7.3,1.75,2.8499999999999996,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.9578,20.0,60.0,1.8,3.4,19.8,9.0,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8074,15.0,20.0,1.3,4.2,17.4,9.2,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.4404,30.0,30.0,1.4,4.15,16.799999999999997,10.95,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.74325,20.0,50.0,11.2,4.0,14.0,9.0,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7574,20.0,80.0,10.8,4.6,9.9,8.2,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5244,,,,4.1,8.7,9.8,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.65175,,,,7.8,6.949999999999999,3.85,2.1,1.5,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5994,,,,5.0,5.5,1.0,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5994,,,,4.7,5.3,0.2,1.2,0.6,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,3.3,8.1,1.45,0.9,0.4,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5831,,,,5.4,11.9,2.7,1.3,1.5,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5719,,,,3.45,16.45,6.0,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7791,,,,4.5,17.0,5.6,0.1,0.1,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8631500000000001,,,,3.6,17.9,5.3,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7003,,,,3.55,17.85,8.149999999999999,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5719,,,,4.4,11.1,5.9,1.2,1.3,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.636,,,,4.4,6.85,7.0,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.83355,,,,4.2,6.3,3.3,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8230500000000001,,,,5.15,5.25,5.2,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7269,,,,4.8,3.2,1.5,1.4,0.8,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.3057,,,,4.7,5.5,0.9,2.0,1.3,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.4491,,,,4.5,8.9,2.3,0.3,0.25,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.15195,,,,5.6,11.5,2.4,1.7,2.1,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5954,,,,4.55,15.35,5.95,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,4.0,20.4,7.5,0.4,0.3,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.2716,,,,4.2,17.3,6.4,0.3,0.3,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5911500000000001,,,,4.15,17.45,7.85,0.3,0.35,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.802,,,,4.5,13.6,11.7,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,5.8,6.8,6.7,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,9.2,7.6,2.6,2.5,2.7,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.2846,,,,6.2,6.5,0.4,1.0,0.7,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,5.2,6.2,2.4,1.6,0.7,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6134999999999999,,,,4.05,6.2,1.4,0.6,0.8,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8062,,,,4.7,11.8,2.4,1.6,1.5,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.81995,,,,4.7,15.35,5.449999999999999,0.8,0.6499999999999999,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5334000000000001,,,,4.6,18.5,7.6,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.86605,,,,3.8,18.1,8.4,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6597,,,,4.25,16.950000000000003,9.4,0.05,0.05,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5106,,,,4.0,11.9,6.9,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.765,,,,4.8,10.4,10.5,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6975,,,,6.5,8.1,3.0,1.0,0.4,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.62165,,,,4.1,7.15,6.35,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6588,,,,5.1,4.6,0.7,1.3,0.7,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5994,,,,5.6,6.5,0.7,1.5,0.8,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.4215,,,,4.75,6.9,1.35,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7134499999999999,,,,4.2,12.7,6.8,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7454000000000001,,,,4.199999999999999,15.25,6.300000000000001,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7269,,,,4.0,19.0,7.0,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.64785,,,,3.3,20.0,11.7,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.56755,,,,4.25,17.0,7.25,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6705,,,,3.9,17.8,10.3,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6369,,,,4.5,11.05,3.9,0.3,0.1,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8218,,,,4.6,5.6,4.0,1.0,0.2,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.3119,,,,5.449999999999999,1.5,6.4,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.34,,,,6.5,5.2,0.9,1.7,0.8,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6705,,,,5.8,5.3,0.3,2.8,2.8,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6124,,,,4.15,7.6,1.7000000000000002,1.8,1.6,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.9229,,,,6.0,13.5,3.3,0.8,0.4,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,15.0,20.0,0.75,3.7,14.35,4.9,0.75,0.5,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6239,15.0,20.0,1.1,3.5,17.4,6.6,0.3,0.2,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.6571,20.0,110.0,0.85,4.3,18.2,6.5,1.0,1.4,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8658,15.0,30.0,0.95,4.8,17.6,7.699999999999999,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8908,20.0,30.0,1.15,4.0,14.9,8.7,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.706,32.5,90.0,0.5,4.45,9.05,7.15,0.35,0.05,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,4.8,8.1,5.4,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,5.45,4.9,0.6499999999999999,1.25,0.5,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,3.5,6.0,1.0,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8815999999999999,,,,3.8,9.9,4.3,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.8126,165.0,37.5,1.1,4.1,18.5,6.8,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,265.0,820.0,2.0,3.75,15.9,5.4,0.6000000000000001,0.75,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.7351,,,,4.5,5.2,3.7,0.2,0.1,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.5562,,,,5.6,5.6,1.4,1.3,1.6,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,,,,,2.8499999999999996,16.4,6.9,0.0,0.0,0.43
Nieuwe Diep,52.3604931,4.9530092,unofficial,0.64185,,,,3.5,12.9,6.6,0.0,0.0,0.43
